Location,Size,Price (CZK),Link,Total price,Order ID,Update,Building,Property status,Ownership,Property location,Floor,Usable area,Floorage,Balcony,Move-in date,Water,Heating,Gas,Electricity,Transportation,Energy Performance Rating,Energy Performance Certificate,Loft,Furnished,Elevator,Flat type,Terrace,Cellar,Parking,Energy Performance Indicator,Price,Garden area,Cost of living,Garage,Barrier-free access,Loggia,Reconstruction year,Waste,Telecommunications,Annuity,Acquisition of title,Final building approval year,Road,Built-up area,Construction completion date,Note on the price,ID,Discounted,Original cost,Sales commencement date,Visit site date,Visit site date to,Basin area,Basin,Status,Ceiling height,Share size,Number of owners,Starting price,Expert judgement,Minimum Bid,Auction principal,Type of auction,Venue auction,Auction sale date,1st site visit date,2nd site visit date,Advertisement of auction,Number of flats,Share size of common area
"Bělčická, Praha 4 - Záběhlice",For sale apartment 3+kt 63 m²,6185560,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-zabehlice-belcicka/1142202956,6 185 560 CZK per property,18352,20.09.2024,Brick,For renovation,Cooperative,Housing development,6. floor of total 8 including 1 underground,63 m2,63 m2,,,Water supply,Central district heating,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation",Class G,,,,,,,,,,,,"platby družstvu: 4700, elektřina: 1000",,,,,Sewerage,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Blaženky, Praha 5 - Smíchov",For sale apartment 3+kt 73 m²,12348000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-u-blazenky/659412300,12 348 000 CZK per property,D PB 310,15.09.2024,Framed structure,New homes,Personal,Quiet part of municipality,3. floor of total 6 including 2 underground,73 m2,73 m2,,,Water supply,Local gas,Gas pipeline,230 V,"Road, Urban public transportation",Class B Coll. 264/2020 complying with,Open Energy Performance Certificate,,,,,14 m2,,1,,,,,,,5 m2,,Sewerage,,,,2023,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 3+kt 75 m²,8520000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-hostavice-ceskobrodska/1883694412,8 520 000 CZK per property,D ZK 206,17.09.2024,Framed structure,Under construction,Personal,Quiet part of municipality,2. floor of total 5 including 2 underground,75 m2,75 m2,3 m2,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,,1,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 2+kt 64 m²,7785520,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hostavice-ceskobrodska/2366752076,7 785 520 CZK per property,D ZK 306,Yesterday,Framed structure,Under construction,Personal,Quiet part of municipality,3. floor of total 5 including 2 underground,64 m2,64 m2,3 m2,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,,1,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 4+kt 115 m²,16780000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-hostavice-ceskobrodska/3910915404,16 780 000 CZK per property,D ZK 502,Yesterday,Framed structure,Under construction,Personal,Quiet part of municipality,5. floor of total 5 including 2 underground,115 m2,115 m2,,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,86 m2,,2,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danielova, Praha 9 - Čakovice",For sale apartment 1+kt 41 m²,4868752,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-cakovice-danielova/1453720908,4 868 752 CZK per property,222571,15.09.2024,Brick,New homes,Personal,,1. floor of total 4,41 m2,41 m2,,31.10.2025,Water supply,Central district heating,,,,Class C,,,,,,,2 m2,,,,,,,,,,Sewerage,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olštýnská, Praha - Troja",For sale apartment 4+1 91 m²,8990000,https://www.sreality.cz/en/detail/sale/flat/4+1/praha-troja-olstynska/23414092,8 990 000 CZK per property,N2416039,30.09.2024,Panel,In very good condition,Personal,,18. floor of total 23,91 m2,,,,,,Gas pipeline,230 V,,Class C Coll. 264/2020 complying with,,,,,,,,,,,,,,,,,Sewerage,,,,1980,,1745 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Školská, Praha - Nové Město",For sale apartment 1+kt 18 m²,4490000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-nove-mesto-skolska/3720192588,4 490 000 CZK per property,N2416070,30.09.2024,Mixed,In very good condition,Personal,Municipality centre,1. floor of total 6,18 m2,,,Immediately,,,Gas pipeline,,,Class D Coll. 264/2020 complying with,,,,,,,,,,,,,,,,,Sewerage,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davidovičova, Praha 9 - Kyje",For sale apartment 2+kt 58 m² (Single-storey),8000000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-kyje-davidovicova/4145250892,8 000 000 CZK per property,,17.09.2024,Brick,In very good condition,Personal,Quiet part of municipality,3. floor of total 4 including 1 underground,58 m2,50 m2,8 m2,,Water supply,Central gas,Gas pipeline,230 V,"Road, Urban public transportation, Bus",,,,,,Single-storey,,,,,,,4000,1,,,,Sewerage,Internet,,,,Asphalt,,,,4145250892,,,,,,,,,,,,,,,,,,,,,,,
"Tůmova, Praha 5 - Košíře",For sale apartment 2+kt 62 m²,9300000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-kosire-tumova/453214796,9 299 000 CZK per property (k jednání),,30.09.2024,Framed structure,New homes,Personal,Municipality centre,4. floor of total 6 including 1 underground,62 m2,,3 m2,,Water supply,,,,,Class C Coll. 264/2020 complying with,Open Energy Performance Certificate,,,,,,,1,115.0 kWh/m^2 /year,,,5500,,,,,,,,,,,,,,453214796,,,,,,,,,,,,,,,,,,,,,,,
"Petrohradská, Praha 10 - Vršovice",For sale apartment 2+kt 55 m²,6990000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vrsovice-petrohradska/2013495884,6 990 000 CZK per property,249,21.09.2024,Brick,Renovated,Personal,,1. floor of total 6,55 m2,55 m2,,Immediately,Water supply,Central gas,Gas pipeline,"120 V, 230 V","Train, Road, Urban public transportation, Bus",Class E Coll. 78/2013 complying with,Open Energy Performance Certificate,,Partially,,,,3 m2,,,,,,,,,,Sewerage,"Internet, Satellite",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermanova, Praha 9 - Čakovice",For sale apartment 3+kt 72 m²,11990000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-cakovice-bermanova/2780394828,11 990 000 CZK per property,N104970,01.10.2024,Framed structure,New homes,Personal,Quiet part of municipality,2. floor of total 6,72 m2,,,,Water supply,Central district heating,,230 V,"Road, Urban public transportation",Class C Coll. 78/2013 complying with,,,Partially,,,,,,,,260 m2,,,,,,Sewerage,,,,2017,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pod turnovskou tratí, Praha 9 - Hloubětín",For sale apartment 3+kt 88 m²,9480000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-hloubetin-pod-turnovskou-trati/732779852,9 480 000 CZK per property,0335-NP00048,15.09.2024,Brick,For renovation,Personal,,1. floor of total 2,88 m2,,,Immediately,,Central gas,,,Urban public transportation,Class G Coll. 264/2020 complying with,,,,,,,,,,,120 m2,,1,,,,Sewerage,,,,1945,,283 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vrchlického, Praha 5 - Košíře",For sale apartment 3+kt 82 m² (Single-storey),8300000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-kosire-vrchlickeho/4164125260,8 299 000 CZK per property (k jednání),,30.09.2024,Panel,In good condition,Personal,,5. floor of total 6,82 m2,,,,,,,,,,,,,,Single-storey,,6 m2,,,,,4300,,,7 m2,,,,,,,,,,,4164125260,,,,,,,,,,,,,,,,,,,,,,,
"Petra Rezka, Praha 4 - Nusle",For sale apartment 1+kt 24 m²,4990000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-nusle-petra-rezka/1503560268,4 990 000 CZK per property,26913,15.09.2024,Brick,In very good condition,Cooperative,Municipality centre,1. floor of total 5 including 1 underground,24 m2,24 m2,,,Water supply,Local electric,,230 V,"Road, Urban public transportation, Bus",Class D Coll. 264/2020 complying with,Open Energy Performance Certificate,,,,,,,,149.0 kWh/m^2 /year,,,,,,,,Sewerage,Internet,,Yes,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pod turnovskou tratí, Praha - Hloubětín",For sale apartment 2+kt 68 m²,8890000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hloubetin-pod-turnovskou-trati/2236486988,8 890 000 CZK per property,N03808,15.09.2024,Framed structure,New homes,Personal,,2. floor of total 3,68 m2,68 m2,6 m2,01.07.2025,Water supply,Central electric,,230 V,"Train, Urban public transportation, Bus",Class C Coll. 78/2013 complying with,,,,,,,3 m2,1,113.0 kWh/m^2 /year,,,,,,,2025,Sewerage,"Phone, Internet, Other",,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drnovská, Praha - Ruzyně",For sale apartment 1+kt 54 m²,7700000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-ruzyne-drnovska/1647878732,7 700 000 CZK per property,23395,30.09.2024,Brick,New homes,Personal,Periphery of municipality,1. floor of total 6,54 m2,64 m2,,Immediately,Water supply,Central district heating,Gas pipeline,"230 V, 400 V","Highway, Road, Urban public transportation, Bus",Class B Coll. 148/2007 complying with,Open Energy Performance Certificate,,,,,10 m2,,,,,,,,,,,Sewerage,"Cable TV, Cable distribution, Other",,,2022,Asphalt,651 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vysočanská, Praha 9 - Prosek",For sale apartment 3+1 82 m²,7890000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-prosek-vysocanska/355697228,7 890 000 CZK per property,24A147,17.09.2024,Panel,In very good condition,Personal,Housing development,4. floor,82 m2,74 m2,,,Water supply,Central district heating,Gas pipeline,230 V,Urban public transportation,Class D Coll. 264/2020 complying with,,,Partially,,,,1 m2,,,,,,,,8 m2,,Sewerage,Internet,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Albrightové, Praha 5 - Smíchov",For sale apartment 3+kt 95 m²,13990000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-albrightove/673641804,13 990 000 CZK per property,N00018,Yesterday,Brick,New homes,Personal,,3. floor of total 7,95 m2,74 m2,24 m2,,,,,,,Class B,,,,,,,3 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malá Štěpánská, Praha 2 - Nové Město",For sale apartment 2+1 85 m²,13850000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-nove-mesto-mala-stepanska/2032370252,13 850 000 CZK per property,885529,19.09.2024,Brick,Renovated,Personal,,5. floor of total 7 including 1 underground,85 m2,85 m2,,Immediately,Water supply,,Gas pipeline,230 V,"Train, Road, Urban public transportation",Class D Coll. 78/2013 complying with,,,Partially,,,,4 m2,,170.0 kWh/m^2 /year,,,,,,,,Sewerage,,,,,Paved,,,,,,,,,,,,,3.0 m,,,,,,,,,,,,,,
Praha 5 - Třebonice,For sale apartment 5+kt 150 m²,12650000,https://www.sreality.cz/en/detail/sale/flat/5+kt/praha-trebonice-/3047171404,12 650 000 CZK per property,060324,Yesterday,Mixed,New homes,Personal,Quiet part of municipality,2. floor of total 2,150 m2,,,,Water supply,,,"230 V, 400 V","Highway, Road, Urban public transportation, Bus",Class B Coll. 78/2013 complying with,Open Energy Performance Certificate,,Partially,,,28 m2,,2,86.0 kWh/m^2 /year,,90 m2,,,,,,Facility sewerage plant,"Internet, Cable TV, Cable distribution, Other",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Údolní, Praha 4 - Braník",For sale apartment 2+1 59 m²,5790000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-branik-udolni/3458433612,5 790 000 CZK per property,0093-NP01949,23.09.2024,Panel,For renovation,Personal,Quiet part of municipality,3. floor of total 14,59 m2,54 m2,,,,Central district heating,Gas pipeline,230 V,"Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,2 m2,,,,,,,,6 m2,,Sewerage,,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mezipolí, Praha 4 - Michle",For sale apartment 2+kt 44 m²,5790000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-michle-mezipoli/1104708172,5 790 000 CZK per property,912442,Yesterday,Brick,Renovated,Personal,,3. floor of total 5,44 m2,38 m2,6 m2,,Water supply,,Gas pipeline,,Urban public transportation,Class F Coll. 148/2007 complying with,,,,,,6 m2,2 m2,,,,,,,,6 m2,,Sewerage,"Phone, Internet, Cable TV",,,,,,,,,,,,,,,,,2.5 m,,,,,,,,,,,,,,
"U Viktorie, Praha 3 - Žižkov",For sale apartment 2+kt 43 m²,9720000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-u-viktorie/2068021836,9 545 000 CZK per property,,01.10.2024,Brick,New homes,Personal,Municipality centre,4. floor of total 5 including 2 underground,43 m2,,5 m2,,Water supply,"Central electric, Underfloor",,,,Class C,,,Partially,,,,3 m2,1,,,,3700 včetně eletřiny,,,,,Sewerage,"Internet, Cable distribution",,,2023,,,,,2068021836,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 5+kt 119 m²,15480000,https://www.sreality.cz/en/detail/sale/flat/5+kt/praha-hostavice-ceskobrodska/3510318412,15 480 000 CZK per property,D ZK B401,14.09.2024,Framed structure,Under construction,Personal,Quiet part of municipality,4. floor of total 5 including 2 underground,119 m2,119 m2,8 m2,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,,2,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 2+kt 54 m²,6841200,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hostavice-ceskobrodska/1310528844,6 841 200 CZK per property,D ZK A402,14.09.2024,Framed structure,Under construction,Personal,Quiet part of municipality,4. floor of total 5 including 2 underground,54 m2,54 m2,,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,,1,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 3+kt 67 m²,7987520,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-hostavice-ceskobrodska/3740079436,7 987 520 CZK per property,D ZK A205,14.09.2024,Framed structure,Under construction,Personal,Quiet part of municipality,2. floor of total 5 including 2 underground,67 m2,67 m2,3 m2,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,,1,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 2+kt 56 m²,6992754,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hostavice-ceskobrodska/4146958924,6 992 754 CZK per property,D ZK B225,14.09.2024,Framed structure,Under construction,Personal,Quiet part of municipality,2. floor of total 5 including 2 underground,56 m2,56 m2,3 m2,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,,1,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bajkalská, Praha 10 - Vršovice",For sale apartment 1+kt 25 m²,4298711,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-vrsovice-bajkalska/312250956,4 298 711 CZK per property,D PV 415,Yesterday,Framed structure,Renovated,Personal,Municipality centre,4. floor of total 5 including 2 underground,25 m2,25 m2,,,Water supply,Central district heating,,230 V,"Train, Road, Urban public transportation",Class G Coll. 264/2020 complying with,,,,,,,,,,,,,,,,2024,Sewerage,,,,2024,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bajkalská, Praha 10 - Vršovice",For sale apartment 1+kt 18 m²,3585400,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-vrsovice-bajkalska/140812876,3 585 400 CZK per property,D PV B213,Yesterday,Framed structure,Renovated,Personal,Municipality centre,2. floor of total 4 including 2 underground,18 m2,18 m2,,,Water supply,Central district heating,,230 V,"Train, Road, Urban public transportation",Class G Coll. 264/2020 complying with,,,,,,,,,,,,,,,,2024,Sewerage,,,,2024,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honzíkova, Praha 10 - Dolní Měcholupy",For sale apartment 1+kt 35 m²,1750000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-dolni-mecholupy-honzikova/496465228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ciolkovského, Praha 6 - Ruzyně",For sale apartment 3+kt 70 m²,7450000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-ruzyne-ciolkovskeho/3980624460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Modenská, Praha - Horní Měcholupy",For sale apartment 4+kt 100 m²,14990000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-horni-mecholupy-modenska/3646825804,14 990 000 CZK per property,0273-NP02835,14.09.2024,Brick,New homes,Personal,Quiet part of municipality,12. floor,100 m2,104 m2,11 m2,,Local water source,Central district heating,,230 V,Urban public transportation,,,,,,,,4 m2,,,,,,,,10 m2,,Sewerage,Internet,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rumunská, Praha 2 - Nové Město",For sale apartment 3+kt 106 m² (Mezonet),Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nove-mesto-rumunska/2038584652,,0205-NP09795,29.09.2024,Brick,In very good condition,Personal,Municipality centre,6. floor of total 6,106 m2,102 m2,,,,,Gas pipeline,,,Class G Coll. 264/2020 complying with,,,Partially,,Mezonet,,2 m2,,,Info on price at REA,,6 500,,,4 m2,,Sewerage,,,,,,,,price for a broker,,,,,,,,,Reserved,,,,,,,,,,,,,,,
"Na Zámyšli, Praha 5 - Košíře",For sale apartment 3+kt 105 m² (Mezonet),11200000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-kosire-na-zamysli/3088303436,11 200 000 CZK per property,,Yesterday,Brick,Renovated,Personal,Municipality centre,6. floor of total 7 including 1 underground,105 m2,82 m2,,Immediately,Local water source,Central electric,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class E,,,,,Mezonet,23 m2,,,,,,,,,,2023,,"Phone, Internet",,,2023,Asphalt,,01.12.2023,,3088303436,,,,,,,,,,,,,,,,,,,,,,,
"Kupeckého, Praha - Háje",For sale apartment 3+kt 82 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-haje-kupeckeho/3428553292,,882001,24.09.2024,Panel,In very good condition,Personal,Housing development,8. floor of total 9,82 m2,,,,,,,,Urban public transportation,Class G Coll. 148/2007 complying with,,,Partially,,,,,,,Info on price at REA,,,,,,,Sewerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evropská, Praha 6 - Vokovice",For sale apartment 1+kt 23 m²,3990000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-vokovice-evropska/3443827276,3 990 000 CZK per property,881882,Yesterday,Panel,In very good condition,Cooperative,Municipality centre,10. floor of total 15,23 m2,,,,,Central district heating,,"230 V, 400 V","Road, Urban public transportation, Bus",Class C Coll. 148/2007 complying with,,,Partially,,,,,20,,,,,,,,,Sewerage,"Internet, Cable TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruská, Praha 10 - Vršovice",For sale apartment 2+kt 43 m²,5990000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vrsovice-ruska/3714286156,5 990 000 CZK per property,00571,27.09.2024,Brick,In good condition,Personal,,3. floor of total 4,43 m2,,,,Water supply,Central district heating,,,"Train, Urban public transportation",Class F Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,,,,226.0 kWh/m^2 /year,,,,,,,2018,Sewerage,,,,,,,,,,,,,,,,,Reserved,,,,,,,,,,,,,,,
"5. května, Praha 4 - Nusle",For sale apartment 3+kt 104 m²,12390000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nusle-5--kvetna/1215078988,12 390 000 CZK per property,26710,01.10.2024,Brick,Renovated,Personal,Busy part of municipality,2. floor of total 5 including 1 underground,104 m2,,,,Water supply,Central gas,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G,,,,,,,10 m2,,,,,,,,,2017,Sewerage,"Phone, Internet, Cable TV",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nad Kolčavkou, Praha 9 - Libeň",For sale apartment 4+kt 74 m²,7250000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-liben-nad-kolcavkou/4090864204,7 250 000 CZK per property,879854,14.09.2024,Brick,In good condition,Personal,Quiet part of municipality,5. floor of total 6,74 m2,,,04.10.2024,,Local electric,,"230 V, 400 V","Road, Urban public transportation, Bus",,,,Partially,,,,,,,,,,,,,,Sewerage,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davídkova, Praha 8 - Libeň",For sale apartment 4+kt 128 m²,16290000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-liben-davidkova/3613622860,16 290 000 CZK per property,224110,16.09.2024,Brick,In very good condition,Personal,,3. floor of total 6 including 1 underground,128 m2,138 m2,6 m2,Immediately,Water supply,Central gas,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G,,,Partially,,,60 m2,3 m2,2,,,,,,,,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution, Other",,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davídkova, Praha 8 - Libeň",For sale apartment 4+kt 128 m²,16290000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-liben-davidkova/4156785228,16 290 000 CZK per property,225284,16.09.2024,Brick,In very good condition,Personal,,3. floor of total 6 including 1 underground,128 m2,138 m2,6 m2,Immediately,Water supply,Central gas,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G,,,Partially,,,60 m2,3 m2,2,,,,,,,,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution, Other",,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Božecká, Praha 10 - Malešice",For sale apartment 2+1 61 m²,6690000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-malesice-bozecka/2790917452,6 690 000 CZK per property,2957,25.09.2024,Panel,Renovated,Personal,Quiet part of municipality,3. floor of total 5,61 m2,,,Immediately,Water supply,Central district heating,,230 V,"Train, Highway, Urban public transportation, Bus",Class D,,,,,,,1 m2,,,,,"Fond oprav 183Kč, evidenční list na vyžádání",,,,,Sewerage,"Phone, Internet, Cable TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanusova, Praha 4 - Michle",For sale apartment 2+kt 55 m²,6900000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-michle-hanusova/2644279884,6 900 000 CZK per property,26037,13.09.2024,Brick,Renovated,Personal,,2. floor of total 4,55 m2,55 m2,,,Water supply,Local electric,,,,Class G,,,,,,,,,,,,,,,,,Sewerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faltysova, Praha 5 - Zbraslav",For sale apartment 3+kt 77 m²,9999000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-zbraslav-faltysova/4103897676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Borovanského, Praha 5 - Stodůlky",For sale apartment 3+1 81 m²,6290000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-stodulky-borovanskeho/2475459148,6 290 000 CZK per property,649212,13.09.2024,Panel,In very good condition,Cooperative,,6. floor of total 7,81 m2,81 m2,,,Water supply,Central district heating,,"230 V, 400 V",Bus,Class D,,,,,,,,,120.0 kWh/m^2 /year,,,,,,,,Sewerage,Cable TV,984026 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Masná, Praha 1 - Staré Město",For sale apartment 3+kt 61 m²,11500000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-stare-mesto-masna/180126284,11 500 000 CZK per property,01186,13.09.2024,Brick,In very good condition,Personal,,5. floor,61 m2,,,,Water supply,Central district heating,,,Urban public transportation,Class G,,,,,,,,,,,,,,,,,Sewerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na Formance, Praha 4 - Újezd u Průhonic",For sale apartment 3+kt 70 m²,6900000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-ujezd-u-pruhonic-na-formance/4112360012,6 900 000 CZK per property,,13.09.2024,Brick,In good condition,Personal,,2. floor,70 m2,,,,Water supply,,,"230 V, 400 V",Urban public transportation,Class C,,,,,,,,,,,,,,,,,Sewerage,,,,,Asphalt,,,,4112360012,,,,,,,,,,,,,,,,,,,,,,,
"Na Formance, Praha 4 - Újezd u Průhonic",For sale apartment 1+kt 70 m²,6900000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-ujezd-u-pruhonic-na-formance/1444782668,6 900 000 CZK per property,,13.09.2024,Brick,In good condition,Personal,,2. floor,70 m2,,,,Water supply,Central district heating,,"230 V, 400 V",Urban public transportation,Class C,,,,,,,,,,,,,,,,,Sewerage,,,,,Asphalt,,,,1444782668,,,,,,,,,,,,,,,,,,,,,,,
